dimension,run,c,h,a,theta_h,theta_a,average edge weight,number of communites,modularity,range of avg comm. states,std. of avg comm.states
2,3,0.03,0.03,0.1,0.03,0.03,1.3383859833352352,3,0.08309876320582482,1.867913230925943,0.7749039372854301
2,2,0.03,0.3,0.01,0.1,0.03,7.700424241480276e-07,98,0.2812122502133875,19.173435841258367,3.5081700855111357
2,0,0.03,0.03,0.01,0.1,0.01,0.0,100,1,15.42393431152463,2.910733917490667
2,4,0.03,0.3,0.1,0.03,0.3,0.0,100,1,19.976972671599327,3.1495507112716195
2,1,0.03,0.1,0.1,0.1,0.01,0.00034847215939128154,15,0.714978240930752,10.733920645384961,3.0998250509135543
2,2,0.01,0.03,0.01,0.1,0.03,1.4746601650819297e-08,97,0.5739670948668515,17.15174515521328,3.3213176723420696
2,4,0.03,0.01,0.01,0.03,0.1,0.001775503977976992,9,0.590589412242822,5.199362776600019,1.7131163499340918
2,0,0.1,0.03,0.01,0.03,0.1,5.216420981986173e-09,99,0.0,15.364671381116109,2.688742471479231
2,2,0.3,0.01,0.1,0.03,0.01,1.726695137987901,3,0.0026342395738697816,0.14881213653682296,0.062326786966414534
2,2,0.1,0.3,0.1,0.1,0.01,1.210578175840674e-06,95,0.6915287148549054,13.731835903224198,3.119396522903407
2,2,0.3,0.03,0.01,0.03,0.03,6.681955353139053e-09,96,0.35193695563738775,11.807474352713845,2.095982226832401
2,4,0.3,0.1,0.1,0.03,0.01,0.00012130031277316062,36,0.7460803567691535,13.552719204078569,3.039467587164539
2,3,0.3,0.3,0.1,0.03,0.03,6.248834769259974e-09,99,0.0,13.814719143629173,3.0580420542557887
2,2,0.3,0.03,0.1,0.03,0.01,0.4993141120800369,6,0.03068329606393779,0.5377372872258354,0.17253125313990014
2,0,0.1,0.3,0.01,0.1,0.01,2.147033267137258e-06,96,0.691817774909753,14.491874387075898,3.0789756903801777
2,4,0.01,0.3,0.1,0.1,0.3,0.0,100,1,14.961748856362515,3.264673070135577
2,3,0.1,0.03,0.1,0.03,0.01,0.6324296330248724,4,0.060513141915719375,0.552876932759572,0.22509103217421583
2,0,0.1,0.1,0.01,0.03,0.3,0.0,100,1,14.479042947678451,3.1195911570443737
2,0,0.3,0.3,0.01,0.03,0.03,7.238106668875593e-08,99,0.0,15.438042287875778,3.1427188506397377
2,1,0.01,0.1,0.1,0.1,0.03,0.0003049345568725318,17,0.654738106318209,16.692450297289575,4.179282778839889
2,3,0.3,0.1,0.01,0.03,0.03,0.0,100,1,14.198988198412241,2.7681968611156833
2,0,0.01,0.03,0.1,0.03,0.3,1.0406891122108102,3,0.1071952417456432,3.4260199092420525,1.4690122036044135
2,2,0.3,0.01,0.01,0.03,0.01,0.15252744932710213,5,0.06737176341865284,0.2615458041228432,0.09749348538843206
2,1,0.03,0.01,0.1,0.03,0.3,1.7286451445846702,3,0.02478348372609595,1.1544385964664259,0.4995078772758807
2,1,0.03,0.1,0.01,0.1,0.03,2.2557029056889247e-07,96,0.6879751029838674,13.73938098540329,3.100059417526982
2,3,0.1,0.1,0.1,0.03,0.1,1.3303310935143216e-05,77,0.6892384547178653,16.623861853000733,3.3699334705228168
2,3,0.03,0.3,0.01,0.1,0.03,2.0915655230755934e-07,99,0.0,18.389834283160425,3.231828594286589
2,3,0.01,0.1,0.01,0.1,0.1,0.0,100,1,15.804861863673757,3.2684341202252307
2,0,0.01,0.3,0.01,0.3,0.01,9.450787247453768e-05,77,0.8495702551396356,15.681902482005146,3.396374543546105
2,3,0.1,0.3,0.1,0.1,0.01,2.5199103076795247e-07,96,0.6473600506533886,14.758396716559169,3.246752996741945
2,2,0.1,0.01,0.01,0.03,0.01,0.02593588303337772,5,0.21505344948285937,1.039603859036962,0.352799045890288
2,1,0.03,0.03,0.01,0.1,0.01,5.481889779833632e-08,97,0.5609053291823523,15.94588444283028,2.767125093002818
2,3,0.01,0.03,0.01,0.1,0.03,6.151254299433081e-08,96,0.5953467773755121,17.406083040415623,3.2918990172222156
2,0,0.03,0.3,0.1,0.1,0.01,2.1454048508866376e-07,98,0.43836109041153,18.739140892228008,3.4826289514617397
2,4,0.3,0.3,0.1,0.03,0.03,5.030174513364426e-09,99,1.1102230246251565e-16,16.033010130219857,3.0251562891283763
2,1,0.1,0.3,0.01,0.1,0.01,1.127704519753116e-06,94,0.7094909563692934,16.447232269096247,3.2623737063035083
2,0,0.01,0.01,0.1,0.03,0.3,3.0781305241566863,3,0.03380802996305357,2.7332575554122993,1.1776914250571255
2,4,0.03,0.03,0.1,0.03,0.03,1.2016204612446142,3,0.09767258752413706,1.403225615189537,0.5831189206421914
2,2,0.03,0.1,0.1,0.1,0.01,0.0004463471098511816,13,0.730716204067278,10.298208990760795,2.826300198031692
2,4,0.01,0.01,0.01,0.03,0.1,0.0009471112544564506,11,0.7706595590853287,6.902619333032977,2.14522564679965
2,0,0.03,0.01,0.01,0.03,0.3,7.821077060830168e-05,66,0.8050804068372903,10.943134413560786,2.4513912370073543
2,1,0.1,0.03,0.01,0.03,0.1,6.101771351007072e-09,99,0.0,14.396032145204567,2.57377914644049
2,4,0.1,0.01,0.1,0.03,0.01,2.7010392237688885,2,0.0028872174521008404,0.1530101283293065,0.07650506416465325
2,3,0.3,0.03,0.01,0.03,0.03,0.0,100,1,9.465914289649653,2.0139181746348283
2,0,0.01,0.3,0.1,0.3,0.01,9.5292917711358e-05,78,0.7852134690215965,15.740123229212896,3.3077103368341536
2,1,0.1,0.1,0.01,0.03,0.3,0.0,100,1,15.63040734611376,3.101106354709974
2,3,0.3,0.01,0.1,0.03,0.01,1.721640341599705,3,0.002736684555033661,0.1490238645010913,0.06595098224778093
2,1,0.3,0.3,0.01,0.03,0.03,0.0,100,1,13.742044604094142,3.098762106889998
2,3,0.3,0.03,0.1,0.03,0.01,0.47131714858077806,4,0.03829363739463188,0.21513975006358138,0.0863290127104813
2,4,0.03,0.3,0.01,0.1,0.03,3.8501343716949733e-07,98,0.4976666078321176,18.771300657250027,3.348024179202883
2,2,0.03,0.1,0.01,0.1,0.03,2.3068499724738326e-08,99,1.1102230246251565e-16,15.133582321659523,3.092203964960391
2,0,0.3,0.1,0.1,0.03,0.03,0.0001566218101703616,37,0.40773194748429753,15.115203364312046,3.1719863699129354
2,4,0.1,0.1,0.1,0.03,0.1,1.1112931824033072e-05,87,0.4895051637177976,15.834070778274691,3.351953586428665
2,4,0.01,0.1,0.01,0.1,0.1,6.453621459698816e-08,98,0.16213062860002123,16.81356407534796,3.378609584674366
2,4,0.1,0.3,0.1,0.1,0.01,1.0002966327228787e-06,93,0.7363511846737532,15.955479726989692,3.2539061786839696
2,4,0.3,0.1,0.01,0.03,0.03,0.0,100,1,14.416925611166896,3.0985718164947587
2,0,0.3,0.3,0.1,0.03,0.1,3.841137354074621e-08,99,0.0,15.14621095180518,2.9874013096506946
2,2,0.01,0.1,0.1,0.1,0.03,0.0003072127561333882,15,0.7959704942290391,9.425865219299519,2.5793373316977553
2,2,0.1,0.3,0.01,0.1,0.01,7.234556108488414e-07,96,0.625177028239617,15.906418297043702,3.2550231083997585
2,2,0.03,0.01,0.1,0.03,0.3,1.898395487834773,3,0.023278502381060953,1.1970235454920772,0.49934472980057687
2,1,0.01,0.3,0.01,0.3,0.01,2.962523258878743e-05,84,0.8412611314744823,16.36024111472649,3.4674596441891263
2,2,0.03,0.03,0.01,0.1,0.01,1.8282947499706387e-07,93,0.6507979235562013,14.742222848649735,2.8206374569334605
2,1,0.01,0.03,0.1,0.03,0.3,0.9161139945967686,3,0.13794038258138047,3.4759977742581762,1.4223872433878055
2,4,0.01,0.03,0.01,0.1,0.03,9.733215155937534e-09,98,0.48827872272392997,14.810830144798151,3.026101527232533
2,3,0.3,0.01,0.01,0.03,0.01,0.14926303001800129,5,0.0649029654906097,0.30505767406308776,0.11375327349347768
2,1,0.03,0.3,0.1,0.1,0.01,7.821869426821441e-07,96,0.6201617058407797,17.2439909084451,3.2177701479690173
2,4,0.1,0.03,0.1,0.03,0.01,0.5480254234203062,4,0.0758307468017245,0.7001689593771203,0.28181596464553405
2,2,0.1,0.1,0.01,0.03,0.3,0.0,100,1,14.50403552710879,3.067616805179828
2,3,0.03,0.1,0.1,0.1,0.01,0.00043211396000035447,17,0.6249714247631034,14.244431661007518,3.700497464794357
2,0,0.03,0.3,0.01,0.1,0.1,3.491378522295799e-07,99,1.1102230246251565e-16,15.183923393504882,3.136694251784508
2,0,0.1,0.1,0.1,0.03,0.3,0.0,100,1,13.73839471601868,2.844361279133796
2,1,0.01,0.01,0.1,0.03,0.3,2.7454633581026995,3,0.03150211873055332,3.0909299566593553,1.3334688068775322
2,4,0.3,0.03,0.01,0.03,0.03,5.935351394092168e-09,98,0.11038314428215551,9.2629425649507,1.8736815852951987
2,0,0.1,0.3,0.1,0.1,0.03,6.11372479867382e-07,98,0.15502263430931817,16.65054128862638,3.2122739378176406
2,3,0.03,0.1,0.01,0.1,0.03,1.759121970875071e-08,99,0.0,20.206362441344652,3.4107197685900754
2,2,0.3,0.3,0.01,0.03,0.03,0.0,100,1,17.522943573297113,3.2486897092723224
2,0,0.03,0.03,0.1,0.03,0.1,0.823205704647587,4,0.11171251827746781,1.8087726213515352,0.6950920205364357
2,1,0.01,0.3,0.1,0.3,0.01,0.000156288543671564,70,0.8643337513093894,15.223281211814742,3.357110151167137
2,1,0.03,0.01,0.01,0.03,0.3,0.00013559477677800702,65,0.8339021190063554,12.625907973152483,2.429908469386133
2,0,0.01,0.01,0.01,0.03,0.3,5.518757528146613e-05,60,0.6442212866188473,12.058210767630776,2.7990153118100523
2,0,0.01,0.1,0.01,0.1,0.3,2.732110721902899e-07,95,0.768110266205672,17.885415966050818,3.3190849419486277
2,2,0.1,0.03,0.01,0.03,0.1,5.271306207391701e-09,99,0.0,13.64742388647202,2.638631552597226
2,3,0.1,0.01,0.01,0.03,0.01,0.033616379902317056,5,0.19049952692027927,0.7757128436233571,0.28292376036744005
2,1,0.3,0.3,0.1,0.03,0.1,0.0,100,1,12.900528642028782,3.000702296100812
2,3,0.1,0.3,0.01,0.1,0.01,4.092755282189707e-07,97,0.5675612234533306,16.668302127159517,3.33210166529362
2,4,0.3,0.01,0.1,0.03,0.01,1.7617187247844304,3,0.0030315606432517253,0.0625403309668194,0.026602515432833675
2,0,0.3,0.1,0.01,0.03,0.1,5.389178847030176e-09,99,0.0,14.356842222226364,2.769136432961337
2,4,0.3,0.03,0.1,0.03,0.01,0.498834713581709,6,0.03296689017199834,0.37661362042986696,0.12971536903547712
2,0,0.1,0.01,0.1,0.03,0.03,2.3768771925803973,2,0.00488637152869667,0.20645033662026663,0.10322516831013333
2,3,0.03,0.03,0.01,0.1,0.01,6.160185198271729e-08,97,0.6082788871461209,15.518705872236424,2.921188754958641
2,2,0.01,0.3,0.01,0.3,0.01,6.885450481975058e-05,75,0.8720295960020222,15.678077182579454,3.3641759157791746
2,0,0.01,0.03,0.01,0.1,0.1,8.496893731776656e-08,96,0.7373698635684909,16.16935831012762,3.2700349831157007
2,1,0.3,0.1,0.1,0.03,0.03,0.0001472889436412668,29,0.5764614112047953,13.215159446996022,3.0617867916705706
2,3,0.1,0.1,0.01,0.03,0.3,0.0,100,1,15.700390975863924,3.2973952045734407
2,2,0.03,0.3,0.1,0.1,0.01,3.584171207255796e-07,98,0.49771256513729534,16.777892793133255,3.5229740186709066
2,3,0.01,0.1,0.1,0.1,0.03,0.00039317039983195333,14,0.6175600317249442,14.981612295926105,3.9714154462313966
2,3,0.03,0.01,0.1,0.03,0.3,1.6451935235832074,3,0.021945542470750173,0.9940865027862748,0.4258674971143102
2,1,0.1,0.3,0.1,0.1,0.03,2.0053506461033468e-07,96,0.558060205192053,16.82106134305804,3.211583654416951
2,1,0.1,0.1,0.1,0.03,0.3,1.941248669616866e-08,99,0.0,14.757816093501404,2.8755988912255313
2,1,0.03,0.3,0.01,0.1,0.1,2.767321542795641e-07,98,0.4735610079393341,15.533167987488207,3.420025656453025
2,2,0.01,0.03,0.1,0.03,0.3,1.0329143416265731,3,0.11437315163249846,3.5529586557019472,1.5266043246414496
2,4,0.03,0.1,0.01,0.1,0.03,2.2701969894543525e-07,97,0.6606642829471983,16.651880111853966,3.313447646949687
2,4,0.3,0.01,0.01,0.03,0.01,0.14691591064060644,5,0.06514234262674201,0.28668369489563883,0.10516087304534
2,3,0.3,0.3,0.01,0.03,0.03,0.0,100,1,16.259200856100982,2.996161051200038
2,1,0.01,0.1,0.01,0.1,0.3,7.226497547593549e-09,98,0.21583123054983722,16.315887550918497,3.3851817745159307
2,2,0.3,0.3,0.1,0.03,0.1,2.3018839613819617e-09,99,0.0,14.310205058867345,2.9910448259959903
2,4,0.1,0.3,0.01,0.1,0.01,0.0,100,1,15.014210825984037,3.2791560870984062
2,0,0.3,0.03,0.01,0.03,0.1,4.8257971325017e-09,99,0.0,12.109355726592371,2.2649678359605128
2,2,0.01,0.3,0.1,0.3,0.01,0.00010350969901986586,73,0.8740608516904992,15.717379123686332,3.604928667137247
2,4,0.03,0.1,0.1,0.1,0.01,0.00031702668962244854,14,0.6954737591551838,14.585722095044137,3.395763799240431
2,2,0.03,0.01,0.01,0.03,0.3,0.00011079691175856713,69,0.8250417345373554,8.8210633570976,2.1589658167694568
2,2,0.01,0.01,0.1,0.03,0.3,3.624363200855453,3,0.02574823256112438,3.3801013057821176,1.4099658224510794
2,0,0.1,0.03,0.1,0.03,0.03,0.46758738408164924,3,0.07651216120111938,0.49759446601862867,0.2049255569916278
2,1,0.03,0.03,0.1,0.03,0.1,0.6721713601478538,3,0.12297066276575142,2.0647219207764023,0.8920302425778841
2,3,0.1,0.03,0.01,0.03,0.1,0.0,100,1,13.228494714462762,2.296632346265219
2,1,0.01,0.01,0.01,0.03,0.3,0.00012544989717575247,62,0.7099361032892386,13.596553514114703,3.129146421014979
2,4,0.03,0.03,0.01,0.1,0.01,2.1894539978558655e-08,97,0.48350741331189484,13.456279223147208,3.1269537390270745
2,1,0.3,0.1,0.01,0.03,0.1,0.0,100,1,15.798410627125543,3.1211089695599936
2,4,0.1,0.1,0.01,0.03,0.3,0.0,100,1,15.894606413361272,3.1570510172151547
2,2,0.1,0.3,0.1,0.1,0.03,2.17528120010911e-07,98,0.4626746369382766,13.776815111498163,3.0608890002383573
2,1,0.01,0.03,0.01,0.1,0.1,8.25270347193888e-09,98,0.2949035517272292,15.832032729642048,2.976408387920733
2,3,0.01,0.3,0.01,0.3,0.01,7.205505388397329e-05,80,0.7602225554826658,17.297376000883197,3.4242292374211027
2,0,0.3,0.01,0.1,0.03,0.03,1.5390796726463891,3,0.0031111337556773977,0.13383632722745786,0.060411151901038934
2,2,0.03,0.3,0.01,0.1,0.1,6.139730658098263e-07,95,0.6273393930705751,15.942689513480865,3.1802937095558232
2,2,0.1,0.1,0.1,0.03,0.3,0.0,100,1,17.798692045541785,3.447156093418718
2,0,0.3,0.03,0.1,0.03,0.03,0.3267252547956981,5,0.043535202388210084,0.13638995464724313,0.05164168694277944
2,3,0.03,0.3,0.1,0.1,0.01,2.911003856289172e-07,98,0.0021275198214568422,16.03796675156183,3.322844638746391
2,0,0.03,0.1,0.01,0.1,0.1,2.061231705785257e-07,97,0.1676611774937943,14.080781124960929,2.7775523033945255
2,2,0.01,0.1,0.01,0.1,0.3,8.45215071321574e-08,96,0.6444599848912561,15.954285675902257,3.446443287965959
2,3,0.3,0.3,0.1,0.03,0.1,0.0,100,1,15.675051568060981,3.11587682751745
2,4,0.3,0.3,0.01,0.03,0.03,0.0,100,1,15.579145558132485,3.3896022490334135
2,4,0.1,0.01,0.01,0.03,0.01,0.026408459581031787,6,0.2233333364533261,1.0699249163054487,0.36828154263687213
2,0,0.1,0.3,0.01,0.1,0.03,6.308464792346665e-07,97,0.4881507714201294,17.61550670657538,3.395249823196789
2,4,0.01,0.1,0.1,0.1,0.03,0.00040172782556267145,12,0.7367903953221536,9.063546673141527,2.7173974713175983
2,4,0.03,0.01,0.1,0.03,0.3,1.3938099121059475,3,0.03217044751962177,1.4945564349038774,0.6430437396368391
2,2,0.3,0.1,0.1,0.03,0.03,0.00016162955521905215,27,0.6326055917011307,12.500601176497096,3.104573203681902
2,1,0.1,0.01,0.1,0.03,0.03,2.5449337902189066,3,0.0042156155520345975,0.21990637113822215,0.09882122129839863
2,3,0.01,0.3,0.1,0.3,0.01,8.081440731923935e-05,78,0.8337858715790523,14.876117735831201,3.3149504873520916
2,3,0.01,0.03,0.1,0.03,0.3,0.7259649045001069,3,0.1347793599214238,2.6625142699756728,1.1097485604329596
2,1,0.3,0.03,0.01,0.03,0.1,0.0,100,1,11.273513218971136,2.265097914334623
2,0,0.3,0.01,0.01,0.03,0.03,0.14401678813663524,5,0.06747220166672954,0.318384944840736,0.10392847953445153
2,3,0.1,0.3,0.1,0.1,0.03,6.80891174521399e-08,98,0.3863066862700162,19.442951001011956,3.374073471150699
2,0,0.03,0.1,0.1,0.1,0.03,0.0003676267908821979,16,0.6702813092231477,13.535166277959638,3.68385907192848
2,0,0.1,0.1,0.01,0.1,0.01,9.584460394127823e-08,98,0.0516713594759924,15.248127651467328,3.14301945954752
2,0,0.03,0.03,0.01,0.1,0.03,1.0117435287757477e-07,94,0.5788409647888477,15.488847858491042,3.231050450197391
2,3,0.03,0.01,0.01,0.03,0.3,0.0001991441403768009,39,0.8295812246004047,11.844483590117882,2.4907635301983175
2,3,0.03,0.3,0.01,0.1,0.1,2.0851397060481232e-07,98,0.3313933928148556,18.169561266863923,3.1224845151485714
2,3,0.1,0.1,0.1,0.03,0.3,0.0,100,1,16.70872219441564,3.2569448964055363
2,2,0.01,0.03,0.01,0.1,0.1,1.1119906934269022e-08,98,0.49993161021237975,15.414596964186178,3.1087472799013547
2,2,0.3,0.1,0.01,0.03,0.1,0.0,100,1,13.398619776277041,2.8459194746764473
2,3,0.01,0.01,0.1,0.03,0.3,3.504367977295593,3,0.03551061953620073,3.798849686034665,1.5757484634155283
2,4,0.1,0.03,0.01,0.03,0.1,3.284955869562515e-09,99,0.0,10.601774646894235,2.3846164729902988
2,1,0.03,0.1,0.01,0.1,0.1,6.64253054244282e-08,99,0.0,16.86282521167373,3.2167480057603113
2,4,0.3,0.3,0.1,0.03,0.1,0.0,100,1,14.303974802371842,2.9311302844615637
2,4,0.01,0.3,0.01,0.3,0.01,0.00014086662387231128,75,0.6061798795776869,20.370746965690714,3.7277182164502816
2,2,0.03,0.03,0.1,0.03,0.1,0.8146152870476718,3,0.12359765997361657,1.933998742178832,0.8420018553662223
2,2,0.01,0.01,0.01,0.03,0.3,9.1836829245502e-06,90,0.44976772787121705,11.987449343242083,2.794250705762168
2,3,0.01,0.1,0.01,0.1,0.3,1.7602998796784311e-07,96,0.3506890302390486,16.614563744765306,3.300700535647982
2,0,0.3,0.3,0.01,0.03,0.1,0.0,100,1,15.296241018314062,2.804461342142421
2,1,0.1,0.3,0.01,0.1,0.03,0.0,100,1,17.778949789440453,3.1593743447442804
2,4,0.03,0.3,0.1,0.1,0.01,1.334441996026403e-07,99,0.0,16.990513863389644,3.2133664723448385
2,1,0.3,0.01,0.1,0.03,0.03,1.5100169225842635,3,0.0038619931627809703,0.07128243810791383,0.02978601539751042
2,1,0.1,0.03,0.1,0.03,0.03,0.4399509819438403,3,0.09189264356237183,0.6777858654693482,0.2999280224188446
2,1,0.3,0.03,0.1,0.03,0.03,0.3049279701940634,4,0.049597318691461265,0.22082775495571044,0.08228361282656817
2,4,0.1,0.3,0.1,0.1,0.03,1.3759099574973537e-07,98,0.4870672319244866,16.891436412108845,3.3187125482930067
2,0,0.01,0.1,0.1,0.1,0.1,0.0002790438336822367,19,0.6630369233197448,13.557142291060703,3.5836327805608876
2,0,0.03,0.01,0.1,0.1,0.01,3.939843931209889,2,0.013952921575487859,0.5147718584738796,0.2573859292369398
2,4,0.01,0.3,0.1,0.3,0.01,0.00012828296399470079,73,0.7642834848745436,14.941953411595538,3.2443931618813653
2,2,0.3,0.03,0.01,0.03,0.1,1.0808952322201682e-09,99,0.0,10.013117172396191,2.036620463991518
2,4,0.03,0.3,0.01,0.1,0.1,0.0,100,1,15.650295422098168,3.165941904888653
2,1,0.1,0.1,0.01,0.1,0.01,3.1749524222659564e-07,97,0.5915622717421162,15.6390128865702,3.4581521994036586
2,4,0.1,0.1,0.1,0.03,0.3,1.5626670227234048e-09,99,0.0,13.49367016953541,2.8624940883244
2,3,0.3,0.1,0.1,0.03,0.03,0.00013911617663622968,31,0.6055589628242177,13.437097177431717,3.212885875376065
2,0,0.3,0.3,0.1,0.03,0.3,1.2395933494396913e-08,99,0.0,15.001193637520307,3.0254358093462934
2,1,0.03,0.03,0.01,0.1,0.03,8.327237613225465e-08,98,0.4812264162063895,15.653796662850874,2.965375518134937
2,2,0.03,0.1,0.01,0.1,0.1,4.2476653608876815e-07,95,0.5966213693184254,16.13919655150673,3.332380543223528
2,4,0.01,0.03,0.1,0.03,0.3,0.7826929562209975,3,0.14639911286491503,3.450457513504862,1.467710593249684
2,3,0.01,0.03,0.01,0.1,0.1,1.9434315926467834e-08,98,0.4963233807955369,17.34994079219737,3.3828989357657306
2,1,0.03,0.1,0.1,0.1,0.03,0.0003893637045185742,17,0.6944658028272443,18.175262586653496,4.447522578230787
2,2,0.1,0.3,0.01,0.1,0.03,7.912329017352291e-07,95,0.7452395477959111,16.33705916424152,3.345990148042689
2,1,0.3,0.01,0.01,0.03,0.03,0.14285413790194137,4,0.0675289053459137,0.1958986108550419,0.08448375304777773
2,0,0.1,0.01,0.01,0.03,0.03,0.028093873490512386,6,0.18730809543402765,0.8651134092080706,0.3010748562596496
2,4,0.01,0.1,0.01,0.1,0.3,7.433653318033347e-08,99,0.0,16.61309350214297,3.410386830241856
2,2,0.1,0.01,0.1,0.03,0.03,2.46356841289257,2,0.0032236010881922794,0.13959940593379871,0.06979970296689936
2,3,0.3,0.1,0.01,0.03,0.1,0.0,100,1,14.325135509558034,2.890286233399168
2,1,0.3,0.3,0.01,0.03,0.1,0.0,100,1,13.605081643632426,3.035044605247628
2,0,0.01,0.3,0.01,0.3,0.03,5.580508117712137e-05,88,0.829098666511323,14.969555446894109,3.328579021505829
2,4,0.03,0.01,0.01,0.03,0.3,0.00014797319954614342,54,0.8266360338602112,12.799614847540589,2.413693519314691
2,0,0.03,0.3,0.1,0.1,0.03,7.845934021264422e-07,96,0.7168116713936743,17.770523087695647,3.3466800403555426
2,0,0.1,0.3,0.1,0.1,0.1,3.511369944649773e-07,99,0.0,14.218336542369556,3.0074166897531187
2,0,0.1,0.03,0.01,0.03,0.3,0.0,100,1,12.347648516435129,2.4880334647829994
2,4,0.01,0.01,0.1,0.03,0.3,3.8431656168892427,3,0.031984087774679634,3.2112216751115374,1.3413539103649836
2,3,0.03,0.03,0.1,0.03,0.1,0.8340741732052783,3,0.10265570827137271,1.785516061893948,0.7373283061318621
2,3,0.01,0.01,0.01,0.03,0.3,1.0528875245196951e-05,94,0.532210049407758,13.863664682753754,2.9273572278786535
2,0,0.03,0.3,0.01,0.1,0.3,2.900675254456017e-07,98,0.17183504487238632,18.45706231444025,3.1088413964679873
2,2,0.3,0.01,0.1,0.03,0.03,1.5361329863847246,3,0.004176326841041425,0.07280235686025843,0.030397398298915836
2,1,0.3,0.3,0.1,0.03,0.3,0.0,100,1,15.877110293851556,3.373598173879734
2,2,0.1,0.1,0.01,0.1,0.01,6.840320994900809e-08,99,0.0,15.814240017824403,3.2196929287303053
2,1,0.01,0.1,0.1,0.1,0.1,0.00021639907386737124,18,0.6499454341060994,14.82350017062737,3.8659707254823292
2,0,0.01,0.3,0.1,0.3,0.03,7.599542511881189e-05,76,0.854691635975872,16.498381895652976,3.514928945320832
2,3,0.03,0.1,0.01,0.1,0.1,1.0378386580023232e-07,98,0.22020177414206257,17.82140047245671,3.33313714798516
2,1,0.03,0.01,0.1,0.1,0.01,4.707685867288151,3,0.013339916118399686,1.5235955578923492,0.694743347473257
2,2,0.3,0.03,0.1,0.03,0.03,0.3324827184384991,6,0.04151135667884605,0.16728844348429805,0.051808615271043204
2,3,0.1,0.3,0.01,0.1,0.03,5.832489802865578e-07,96,0.7398461121412754,17.08778519660209,3.340223520139439
2,3,0.3,0.03,0.01,0.03,0.1,3.742462584729819e-09,99,0.0,11.167677172851754,2.05360768856799
2,2,0.03,0.03,0.01,0.1,0.03,1.5522771509864295e-08,98,0.4477165212682884,14.745918463847921,3.161471056104675
2,4,0.01,0.03,0.01,0.1,0.1,9.887491595741153e-08,96,0.4546499327363644,16.28877550570612,3.030921570991653
2,2,0.3,0.3,0.01,0.03,0.1,0.0,100,1,16.09360745073534,3.311565107551711
2,2,0.1,0.03,0.1,0.03,0.03,0.48249652269702636,4,0.07217951976394901,0.5936782904702128,0.22662593785178742
2,1,0.1,0.3,0.1,0.1,0.1,8.052400558651998e-07,95,0.6851576246621827,16.211003485350226,3.0812573576210047
2,0,0.1,0.1,0.1,0.1,0.01,0.00042087855192557064,14,0.6645217277364862,9.893893261758478,2.7148172300857105
2,1,0.01,0.3,0.01,0.3,0.03,4.811460585232539e-05,82,0.8115121281749725,16.714897247093326,3.5088278151097096
2,0,0.01,0.1,0.01,0.3,0.01,1.5359921599347424e-05,82,0.8363145033089866,18.79454536908885,3.671471609553925
2,2,0.03,0.1,0.1,0.1,0.03,0.00037215343660997686,19,0.6853740093001897,13.558575830424688,3.705284448043704
2,4,0.3,0.1,0.01,0.03,0.1,0.0,100,1,15.401165449525957,2.859523486358954
2,4,0.3,0.1,0.1,0.03,0.03,0.00018264907613421135,22,0.6072294098860891,15.497664414086481,3.6043471458923815
2,0,0.01,0.03,0.1,0.1,0.01,2.3282976733004523,3,0.10628341956015165,3.1966352960874773,1.363442703160006
2,1,0.03,0.3,0.1,0.1,0.03,4.3107538487279325e-09,99,0.0,16.924373329390992,3.4973693653456603
2,2,0.3,0.01,0.01,0.03,0.03,0.13985889137985166,6,0.06735233517599663,0.40848962567502745,0.13833813937983905
2,2,0.3,0.3,0.1,0.03,0.3,0.0,100,1,16.40855846854854,3.119933600996131
2,0,0.03,0.01,0.01,0.1,0.01,0.006752323020194805,7,0.5254278475163978,6.399955839193953,1.933228557597483
2,1,0.03,0.3,0.01,0.1,0.3,4.645578523788241e-07,97,0.5311921796148581,17.251967347960807,3.4371661702207783
2,1,0.1,0.03,0.01,0.03,0.3,3.852896970618728e-09,99,0.0,12.654385448054628,2.616155266656463
2,0,0.01,0.01,0.1,0.1,0.01,5.929548799589255,2,0.0258060035254212,2.0851124407622947,1.0425562203811474
2,3,0.1,0.1,0.01,0.1,0.01,7.717936881027792e-08,97,0.6565081543273199,16.51481461046837,3.173180483615215
2,4,0.03,0.1,0.01,0.1,0.1,2.7199425711628605e-09,99,0.0,15.768418970581664,3.3388374500774125
2,4,0.1,0.3,0.01,0.1,0.03,2.664141068267415e-07,97,0.5052648610473061,16.490728561528563,3.265291138360772
2,3,0.1,0.01,0.1,0.03,0.03,2.47899991646127,3,0.0034942134208399284,0.3166732726164495,0.1428823248772728
2,4,0.03,0.03,0.1,0.03,0.1,0.8071820391057579,2,0.10839104070621697,1.1794032613578518,0.5897016306789259
2,4,0.01,0.01,0.01,0.03,0.3,3.419702165549175e-05,79,0.5000431478046169,17.101439638463518,3.1016495354394227
2,1,0.1,0.01,0.01,0.03,0.03,0.027081533228226283,6,0.2155759985469691,1.040766675263803,0.3335118243368041
2,2,0.1,0.3,0.1,0.1,0.1,6.454021867785246e-07,96,0.6628078827059964,17.256603412224884,3.5823166255443635
2,1,0.01,0.3,0.1,0.3,0.03,5.5571131118561965e-05,80,0.6883251372473314,13.844315593612425,3.1988151030616727
2,2,0.01,0.1,0.1,0.1,0.1,0.0002856903218096675,21,0.6148447033744501,17.599681107263457,4.5144001570464685
