dimension,run,c,h,a,theta_h,theta_a,average edge weight,number of communites,modularity,range of avg comm. states,std. of avg comm.states
2,2,0.03,0.1,0.03,0.01,0.3,0.0,100,1,14.841758863174404,2.959966339211854
2,2,0.01,0.1,0.03,0.03,0.01,0.0,100,1,18.686834008531793,3.3557637507665197
2,3,0.1,0.3,0.03,0.01,0.1,0.0,100,1,14.01363886750249,3.1085394815021132
2,1,0.01,0.03,0.1,0.3,0.1,1.965604616644865,3,0.10998315660636587,3.3447393951215583,1.3917784065781165
2,4,0.03,0.3,0.03,0.01,0.3,0.0,100,1,13.874441243965801,3.1666909155009444
2,4,0.1,0.1,0.1,0.3,0.1,0.0006206683000170831,13,0.6921158627228161,10.216624975153419,2.6133225730800405
2,2,0.3,0.3,0.1,0.3,0.3,1.9808058990951695e-05,85,0.7816475882757674,15.097045008478446,3.3151598813867764
2,2,0.1,0.03,0.1,0.1,0.1,0.30096634787799326,4,0.08846155323574709,0.6603200924914647,0.2778141307696874
2,1,0.03,0.03,0.1,0.3,0.03,1.485081916139268,3,0.09278467742786191,1.8820613853039139,0.7994194795278995
2,1,0.01,0.01,0.1,0.3,0.1,5.357823769536406,3,0.0202151106576631,2.8370867635548853,1.2075170904785797
2,0,0.03,0.03,0.03,0.01,0.03,4.9673097778569755e-06,86,0.4746502962511717,14.441656592056153,2.8687553102406547
2,2,0.3,0.01,0.01,0.1,0.3,0.058351139778855775,6,0.0967129511368986,0.19794200774224963,0.06749479427829234
2,3,0.3,0.01,0.1,0.1,0.3,0.0025143318284536246,4,0.05674024044613066,0.5282584654236018,0.20395990206404213
2,3,0.01,0.3,0.03,0.03,0.3,0.0,100,1,15.91152853948028,3.4118142569000147
2,4,0.01,0.3,0.3,0.03,0.1,3.5747231065637336e-05,89,0.3204733489533869,15.088018208779118,3.043617316581746
2,3,0.3,0.03,0.01,0.3,0.03,0.014057789859083078,9,0.2534483804132318,0.5824566687745907,0.1854588778117049
2,4,0.1,0.3,0.3,0.01,0.3,0.0,100,1,14.218426708387106,3.0985828146418886
2,4,0.3,0.1,0.1,0.1,0.3,1.0154857861624031e-07,98,0.44836765071482765,13.842049018940632,3.0120396617385774
2,4,0.1,0.1,0.01,0.3,0.3,3.382918425751356e-05,71,0.9001988804249531,16.785275681735868,3.212778557518589
2,3,0.03,0.1,0.03,0.01,0.3,0.0,100,1,17.820869455565884,3.4127260066802947
2,0,0.03,0.01,0.1,0.3,0.3,1.7160332305118098,3,0.025667489963227957,0.8138167822539291,0.3432285570773853
2,3,0.3,0.03,0.1,0.1,0.3,0.001368302934856037,2,0.1771027446611866,0.4350509488036444,0.2175254744018222
2,4,0.1,0.3,0.03,0.01,0.1,0.0,100,1,14.140985827918383,3.078935407737534
2,4,0.01,0.01,0.01,0.3,0.03,0.009857400643249003,6,0.42353470626982287,5.365219825302071,1.7577291769248582
2,3,0.01,0.1,0.03,0.03,0.01,0.0,100,1,15.832993910369254,3.2170616773765683
2,0,0.03,0.3,0.03,0.03,0.01,0.0,100,1,15.317232299278354,3.1396870495986686
2,2,0.03,0.01,0.01,0.3,0.1,0.014191281668236326,6,0.3900700333049565,3.371912611311171,1.1451071881367043
2,0,0.3,0.3,0.01,0.3,0.1,0.0002704192228107982,60,0.9003243536683847,14.044462831624852,2.8242129266758687
2,2,0.01,0.03,0.03,0.01,0.1,0.0,100,1,16.54885696677239,3.3863356811239633
2,0,0.03,0.3,0.3,0.01,0.01,4.780366560093168e-05,90,0.2776183367082242,17.207788607717227,3.241772392253781
2,2,0.03,0.1,0.3,0.01,0.01,2.468657354220719,3,0.11730859013069794,1.793980990736666,0.74016207313868
2,0,0.01,0.1,0.3,0.01,0.03,4.526921530747696,3,0.12075067470880316,3.328094990331082,1.3697219271002785
2,0,0.1,0.01,0.01,0.1,0.1,0.028203624721178117,5,0.18749959892563667,0.7344642851057387,0.25793744515868056
2,4,0.01,0.3,0.03,0.03,0.3,6.943179302308064e-08,98,0.4165400236996889,17.15724947897862,3.2932242410851567
2,0,0.01,0.3,0.3,0.03,0.3,0.0,100,1,15.87643464156777,3.3357961705415793
2,3,0.3,0.3,0.1,0.3,0.3,5.709398244538708e-05,70,0.8544697815162721,13.080410261106104,3.204121494510683
2,2,0.3,0.1,0.01,0.3,0.03,0.00013672040621151552,50,0.8286185050591174,12.073162547562273,2.7237326785914284
2,2,0.01,0.03,0.1,0.3,0.1,1.8414302125829713,3,0.1088380717206847,3.0089751240297633,1.261482358540173
2,1,0.03,0.03,0.03,0.01,0.03,8.512793799963006e-06,73,0.5372378468860604,15.833153367760126,3.3106601229650297
2,0,0.1,0.1,0.1,0.3,0.3,0.00028392549306580485,17,0.6907474916015338,11.129027555906664,2.8386600860230438
2,1,0.1,0.03,0.01,0.3,0.03,4.20687412499723e-05,51,0.7346000450243276,11.315295746693778,2.684994170702752
2,2,0.03,0.03,0.1,0.3,0.03,1.6170763501450531,2,0.08934179634110478,0.7869788808994869,0.39348944044974343
2,4,0.03,0.1,0.03,0.01,0.3,0.0,100,1,17.230063797628283,3.270947427620036
2,4,0.1,0.01,0.1,0.1,0.1,1.9428728424952586,3,0.006704718501815858,0.23082603987305275,0.09739983415890652
2,0,0.1,0.3,0.03,0.01,0.3,0.0,100,1,16.811238046425196,3.233679663475087
2,0,0.1,0.3,0.3,0.03,0.01,0.00040145451825109366,32,0.7033170849114508,14.805874565533742,3.379328005566488
2,0,0.1,0.1,0.03,0.01,0.01,0.0,100,1,15.63166214988512,2.864135503168808
2,2,0.01,0.01,0.1,0.3,0.1,5.649038009626962,2,0.023029519079547395,2.105961185316283,1.0529805926581415
2,1,0.03,0.3,0.03,0.03,0.01,0.0,100,1,18.099441882273148,3.5763210298524477
2,4,0.01,0.1,0.03,0.03,0.01,0.0,100,1,16.028419415791227,3.2763715316567383
2,3,0.3,0.01,0.01,0.1,0.3,0.05542124969837652,6,0.10060396869765734,0.27709599603136,0.08648859273213982
2,4,0.3,0.01,0.1,0.1,0.3,0.004453508633555791,3,0.047268420021134086,0.48092863974111366,0.20485241673412413
2,3,0.1,0.03,0.1,0.1,0.1,0.2445878537683215,4,0.10120937914781125,0.7333889434153329,0.2717117539532423
2,4,0.3,0.03,0.01,0.3,0.03,0.01116870649657339,6,0.2922502589272196,0.7353008533841693,0.24367628139671954
2,3,0.01,0.03,0.03,0.01,0.1,0.0,100,1,15.384157612269389,3.2205233306642205
2,1,0.03,0.01,0.1,0.3,0.3,2.04889937669917,3,0.021667332720220048,1.5824179553555788,0.6659897296911949
2,0,0.01,0.3,0.03,0.1,0.01,3.0057938361685433e-07,98,0.48794892990523164,16.434832495702047,3.2511955152553753
2,1,0.01,0.3,0.3,0.03,0.3,0.0,100,1,16.48145475358249,3.70055639220511
2,1,0.03,0.3,0.3,0.01,0.01,2.6818584672654736e-05,91,0.5968081319223036,16.284765836833607,3.290603150315091
2,4,0.3,0.03,0.1,0.1,0.3,0.00723224808015886,3,0.09406646829746271,0.5951521353189699,0.2438361419781569
2,3,0.03,0.01,0.01,0.3,0.1,0.012813050877000626,7,0.4408961182065414,4.647761952225668,1.4680431918110042
2,0,0.01,0.01,0.01,0.3,0.1,0.00671710360655966,9,0.5037195401449887,6.9009807143920465,2.185415144786938
2,1,0.1,0.3,0.03,0.01,0.3,0.0,100,1,14.437599795340162,3.1292084894107592
2,1,0.3,0.3,0.01,0.3,0.1,0.0003091841076577782,62,0.9123669654736021,11.780430949159008,2.814963917104537
2,0,0.03,0.1,0.03,0.03,0.01,0.0,100,1,16.830474055547363,3.2646237221790537
2,0,0.3,0.1,0.1,0.3,0.01,0.005999639272003685,5,0.4423052008159992,2.4240420991396148,0.7774689543003284
2,3,0.03,0.1,0.3,0.01,0.01,2.5296947405531656,3,0.10257517987222664,1.9170531681547995,0.8236835966966796
2,2,0.03,0.03,0.03,0.01,0.03,0.0,100,1,12.890486963711652,2.8323324146379005
2,2,0.03,0.3,0.03,0.03,0.01,0.0,100,1,16.54739120400909,3.329713619387696
2,1,0.1,0.3,0.3,0.03,0.01,0.00045228630142511104,28,0.680860668575079,16.402053178791064,3.512714461062858
2,4,0.3,0.3,0.1,0.3,0.3,2.1129417595428988e-05,80,0.8871846194325594,15.472630574303315,3.0405697629110846
2,1,0.01,0.1,0.3,0.01,0.03,4.147649281116066,3,0.14475463610556194,3.3848938714840324,1.4537451169447775
2,0,0.01,0.1,0.03,0.03,0.03,4.386015289896925e-09,99,0.0,16.754018619555566,3.115302319032427
2,1,0.1,0.1,0.03,0.01,0.01,0.0,100,1,17.89490367454883,3.180947442670475
2,3,0.01,0.03,0.1,0.3,0.1,1.8036211877907047,3,0.09732091283522186,2.7314193820497596,1.141877962206944
2,1,0.1,0.1,0.1,0.3,0.3,0.00036496802470701217,15,0.6901066869700219,12.280984110940134,3.20913066783384
2,3,0.03,0.03,0.1,0.3,0.03,1.5299278142213264,3,0.08759560188125168,1.5910018769654122,0.6503049310277694
2,1,0.01,0.3,0.03,0.1,0.01,1.1248437943056608e-07,99,0.0,18.0334982525255,3.37280776977451
2,2,0.01,0.3,0.3,0.03,0.3,5.8637966798804004e-08,99,0.0,17.55134274152923,3.3442007066577313
2,4,0.01,0.03,0.03,0.01,0.1,1.7406980846825982e-09,99,0.0,14.371745579622264,3.19782161639774
2,3,0.01,0.01,0.1,0.3,0.1,5.593366147320547,3,0.02094547288401695,2.5628438404792084,1.1083054334848672
2,1,0.1,0.01,0.01,0.1,0.1,0.025242815996162456,7,0.20781893324705056,0.5015856452965097,0.1669921014877939
2,3,0.3,0.1,0.01,0.3,0.03,0.00014112495936674884,53,0.867463819534966,13.199003537761786,2.622025752078069
2,2,0.1,0.3,0.03,0.01,0.3,4.478240661709742e-09,99,0.0,15.822789145345649,3.2069624204267333
2,2,0.1,0.03,0.01,0.3,0.03,5.9146691545152766e-05,56,0.5289813049127988,10.32934862373077,2.5064245961463962
2,1,0.03,0.1,0.03,0.03,0.01,1.0715930592948437e-08,99,0.0,16.134331814420996,2.9839991332841946
2,0,0.3,0.01,0.1,0.3,0.01,2.0005685495708376,2,0.0011167372327641062,0.031388892513948996,0.015694446256974498
2,0,0.3,0.03,0.01,0.3,0.1,0.0067198144049573465,7,0.3473285595165007,0.5211192614222045,0.1757405484235608
2,0,0.1,0.01,0.1,0.1,0.3,0.3018756359702148,3,0.03537701698232594,0.6243881967000039,0.27250074450136436
2,4,0.3,0.01,0.01,0.1,0.3,0.053929346593195454,6,0.10434618253321618,0.23879382244996683,0.08364987951369857
2,2,0.03,0.3,0.3,0.01,0.01,3.60016555194675e-05,91,0.38651364201605554,14.863245180080709,3.067324887549402
2,2,0.03,0.01,0.1,0.3,0.3,1.7787524922769853,3,0.028746944731663643,1.3121119560095433,0.5664980006281893
2,3,0.03,0.3,0.03,0.03,0.01,0.0,100,1,16.357012314521924,3.4385633239328657
2,0,0.3,0.03,0.1,0.3,0.01,1.2624741338989356,4,0.011805338800485794,0.18063022472564438,0.0657851563176133
2,1,0.01,0.1,0.03,0.03,0.03,0.0,100,1,14.675958373690978,2.8503568584589867
2,2,0.1,0.3,0.3,0.03,0.01,0.00034615810715904184,42,0.6300994825484362,17.43139823753006,4.149194426632145
2,4,0.03,0.01,0.01,0.3,0.1,0.012216221697028302,6,0.4551856864981618,3.106193642451965,1.1428255161541105
2,0,0.3,0.3,0.3,0.01,0.01,2.6935421942281654e-05,92,0.38538712306871575,14.207259483978824,3.2535492821694314
2,3,0.01,0.3,0.3,0.03,0.3,0.0,100,1,16.410607460990104,3.216644003187189
2,2,0.01,0.3,0.03,0.1,0.01,3.057956354505704e-07,97,0.6594460244638045,17.763302510971002,3.451925552311507
2,3,0.03,0.03,0.03,0.01,0.03,0.0,100,1,13.841658543028709,2.890285220821866
2,4,0.1,0.03,0.1,0.1,0.1,0.2720542695345814,4,0.09701450428458883,0.8717528067689113,0.3298769135881141
2,2,0.1,0.1,0.03,0.01,0.01,0.0,100,1,16.069204413760986,2.971872468827927
2,1,0.01,0.01,0.01,0.3,0.1,0.006579236712775762,9,0.5287542324029368,7.353294483456397,2.1219656303913315
2,2,0.3,0.3,0.01,0.3,0.1,0.00025362867876174304,61,0.9027049196898869,13.341481443431258,2.991783845290289
2,4,0.03,0.1,0.3,0.01,0.01,2.0843474878232042,3,0.13724531224396153,1.4972659512220243,0.6320921849078516
2,3,0.1,0.3,0.03,0.01,0.3,0.0,100,1,18.767198392813537,3.53356774901148
2,2,0.03,0.1,0.03,0.03,0.01,0.0,100,1,17.26871217595926,3.5095001209990575
2,0,0.01,0.03,0.03,0.01,0.3,0.0,100,1,15.602636326359878,3.0374833103081533
2,2,0.01,0.1,0.3,0.01,0.03,4.09335931282146,3,0.11581140687782332,3.5534671357514402,1.4954340984748822
2,4,0.03,0.03,0.1,0.3,0.03,1.56081856687429,3,0.08966341900132348,1.5827992443182968,0.6880906483857084
2,2,0.1,0.1,0.1,0.3,0.3,0.00021518555051267213,19,0.7085542963424312,14.143871065449625,3.4456418605437
2,4,0.01,0.03,0.1,0.3,0.1,1.644923035254582,3,0.13419249126871902,3.543880773207148,1.5017092469258375
2,1,0.3,0.1,0.1,0.3,0.01,0.007740675982291506,5,0.43363497202455925,2.1155193375863286,0.7545588664463303
2,4,0.03,0.3,0.03,0.03,0.01,0.0,100,1,18.112351789521547,3.5003046221092475
2,4,0.01,0.3,0.3,0.03,0.3,0.0,100,1,15.398682329888517,2.9865973322340347
2,3,0.01,0.3,0.03,0.1,0.01,1.9855425011336654e-06,96,0.7272835394032822,16.74973375648031,3.424758760449209
2,4,0.01,0.01,0.1,0.3,0.1,5.5416646691772735,3,0.02204761754678046,3.0244828007278164,1.2560898433983771
2,3,0.03,0.3,0.3,0.01,0.01,0.00012403104350519766,69,0.4349508096841778,16.21938918273484,3.3738511554909993
2,2,0.01,0.1,0.03,0.03,0.03,0.0,100,1,14.266725106804355,3.0848910263609355
2,1,0.3,0.3,0.3,0.01,0.01,1.8634512269128636e-08,99,0.0,15.176939753811276,2.946733403535752
2,3,0.1,0.3,0.3,0.03,0.01,0.0004825031173086049,33,0.599066602344308,13.607954796769885,3.258950813722819
2,1,0.3,0.03,0.01,0.3,0.1,0.0066171104824135265,6,0.36969921672621964,0.6724269597929966,0.22651932112214784
2,1,0.3,0.01,0.1,0.3,0.01,1.978453910916663,3,0.0018982854562058712,0.14939218994169506,0.06573404456727852
2,3,0.03,0.01,0.1,0.3,0.3,2.0344286511575382,3,0.03088291769180032,1.3701117506056955,0.5695367876652437
2,3,0.1,0.1,0.03,0.01,0.01,0.0,100,1,17.162521750223597,3.3479073510550315
2,4,0.1,0.3,0.03,0.01,0.3,0.0,100,1,17.227809112674436,2.986633321261871
2,0,0.3,0.01,0.01,0.3,0.01,0.339793351712176,7,0.037475420458343,0.35541311307589496,0.11063994637831953
2,4,0.03,0.03,0.03,0.01,0.03,7.886779813741054e-06,76,0.6697607693125505,16.52716843181038,2.8895725220792414
2,2,0.1,0.01,0.01,0.1,0.1,0.030239266217091682,5,0.20495796417601403,0.6415888732887866,0.22913060897095533
2,4,0.3,0.1,0.01,0.3,0.03,0.00019025432336745827,47,0.8700933464257463,12.724058745548287,2.583147472578645
2,3,0.03,0.1,0.03,0.03,0.01,0.0,100,1,17.342736681362823,3.2921460895038175
2,3,0.1,0.03,0.01,0.3,0.03,2.493265847865657e-05,49,0.8843772240759972,11.278521435999046,2.4780846563399153
2,0,0.03,0.01,0.01,0.3,0.3,0.0028704451114901467,8,0.6028744046022892,4.255757429360196,1.4877061718197577
2,1,0.3,0.03,0.1,0.3,0.01,1.2841398800367316,4,0.009729057483405974,0.23170636228331196,0.08653656770002377
2,1,0.1,0.01,0.1,0.1,0.3,0.2662026998502325,4,0.031708734503136264,0.46868619589667815,0.18155799582491655
2,1,0.01,0.03,0.03,0.01,0.3,0.0,100,1,16.02116089970272,3.0565643895261463
2,0,0.03,0.3,0.03,0.03,0.03,0.0,100,1,18.189002211553742,3.434576172337931
2,4,0.01,0.3,0.03,0.1,0.01,6.787825290527131e-07,97,0.599606304692593,15.838291304536908,3.295966171077609
2,2,0.01,0.01,0.01,0.3,0.1,0.0070200136040259025,8,0.5121383873519973,9.20488304258131,2.674103054150188
2,0,0.03,0.1,0.3,0.01,0.03,2.1994203767217724,3,0.11953813658035933,1.8771849891703634,0.8137654673478041
2,3,0.3,0.3,0.01,0.3,0.1,0.000232675328894285,62,0.9031219351067831,13.283410439406474,2.8013291064538475
2,3,0.01,0.1,0.03,0.03,0.03,0.0,100,1,14.601712740811116,3.178275124259751
2,0,0.03,0.03,0.1,0.3,0.1,1.2476296032572942,4,0.07726689555792154,1.6651409160875685,0.6978204016325178
2,0,0.1,0.03,0.1,0.1,0.3,0.02783657680115783,3,0.12028653809676049,0.6029395660272664,0.247801901163125
2,0,0.1,0.3,0.03,0.03,0.01,0.0,100,1,15.346190133655018,3.164160231812758
2,3,0.1,0.1,0.1,0.3,0.3,0.00036613301296026897,14,0.6611629134549393,13.462107986533162,3.234842506090315
2,2,0.3,0.3,0.3,0.01,0.01,0.0001155371579698692,64,0.44769148501898876,16.646805542074908,3.0736044949312396
2,4,0.1,0.3,0.3,0.03,0.01,0.0002912357518516467,51,0.6770204318429552,17.021958985064195,3.7427484032325147
2,3,0.01,0.1,0.3,0.01,0.03,4.502010444820844,3,0.12190916785938685,3.4653146277492355,1.4667224990881294
2,0,0.01,0.3,0.3,0.1,0.01,0.0010502679541434822,12,0.7045326969060909,12.240541381477328,3.212055229340942
2,0,0.01,0.03,0.1,0.3,0.3,1.3374737566996975,3,0.11563266525388799,2.8644963234620975,1.2376767466936853
2,4,0.03,0.3,0.3,0.01,0.01,3.153590189653953e-05,94,0.13416531331372414,14.868528266187944,3.2577340393925054
2,4,0.1,0.1,0.03,0.01,0.01,0.0,100,1,15.039859311266184,2.9612370800307595
2,0,0.03,0.03,0.03,0.01,0.1,0.0,100,1,13.809491270545186,2.8916294233729682
2,4,0.03,0.1,0.03,0.03,0.01,0.0,100,1,15.602514351473843,3.182899443975901
2,0,0.01,0.01,0.1,0.3,0.3,3.3463840342508053,3,0.03095815614657453,2.362939188322318,0.9701863066976406
2,2,0.3,0.03,0.01,0.3,0.1,0.007207845206708503,8,0.33710093971991006,1.1443064710605206,0.34424386721535893
2,4,0.03,0.01,0.1,0.3,0.3,1.926521342628845,3,0.02451934207244895,1.8781565427687947,0.7761656555996301
2,0,0.01,0.3,0.03,0.1,0.03,1.9009574563373545e-06,95,0.4083692345279775,17.948051148802293,3.434505961916443
2,1,0.03,0.3,0.03,0.03,0.03,2.7322344058767078e-08,99,0.0,15.598382062544406,3.147384080042939
2,2,0.3,0.01,0.1,0.3,0.01,1.9755365557077602,3,0.0021675485361059912,0.10275938477664567,0.045622498483217755
2,2,0.3,0.1,0.1,0.3,0.01,0.007753210744107621,5,0.42732516077377936,1.9075965895439113,0.6918405290466569
2,2,0.01,0.03,0.03,0.01,0.3,0.0,100,1,16.2042147982334,3.2891700832393878
2,1,0.3,0.01,0.01,0.3,0.01,0.34495868728483586,6,0.03522749809215069,0.23703728658503284,0.07798981631030964
2,1,0.1,0.3,0.03,0.03,0.01,0.0,100,1,14.859704150185948,3.140496010389167
2,4,0.01,0.1,0.03,0.03,0.03,0.0,100,1,17.404227112243554,3.4182041851799467
2,1,0.03,0.01,0.01,0.3,0.3,0.0024118970351799597,9,0.641052843258303,3.8915120936694416,1.262533499618576
2,2,0.3,0.03,0.1,0.3,0.01,1.2546465119227437,4,0.012057235860144226,0.244057267108375,0.10129929855283032
2,3,0.3,0.3,0.3,0.01,0.01,3.820615279987457e-05,86,3.3306690738754696e-16,14.67367916019888,3.150471315011706
2,3,0.1,0.01,0.01,0.1,0.1,0.026455452190360544,5,0.21445791851111967,0.5921598063059224,0.21538077008026635
2,0,0.1,0.3,0.3,0.03,0.03,0.0002140766775118832,56,0.6599653857188539,17.481949454285907,3.490658928176674
2,0,0.3,0.1,0.01,0.3,0.1,8.235163611387902e-05,61,0.7985993938417391,12.358447698886813,2.6870475481470635
2,0,0.03,0.1,0.03,0.03,0.03,0.0,100,1,16.893201594658727,3.3258924973325366
2,4,0.1,0.03,0.01,0.3,0.03,4.9054132636268656e-05,48,0.7167152695419402,10.553537188947333,2.656083809166973
2,0,0.1,0.1,0.03,0.01,0.03,0.0,100,1,15.674874819831672,3.0989415913186438
2,1,0.03,0.1,0.3,0.01,0.03,1.885559910186777,3,0.13015432280163053,1.905251189740913,0.7954617672064623
2,3,0.01,0.01,0.01,0.3,0.1,0.007659820630827741,7,0.49422526468590533,7.603925192624827,2.511140342977735
2,0,0.03,0.3,0.3,0.01,0.03,1.501389283540598e-07,99,0.0,18.00669174130961,3.275067323327013
2,1,0.03,0.03,0.03,0.01,0.1,0.0,100,1,13.40685063311049,2.8065290650647783
2,1,0.01,0.3,0.3,0.1,0.01,0.0010830197971279606,17,0.6719781179743334,14.542200003290022,3.789066975251713
2,2,0.1,0.01,0.1,0.1,0.3,0.23456397755834898,5,0.03302451168742007,0.550250916073211,0.19145603495768027
2,1,0.03,0.03,0.1,0.3,0.1,1.291421955894575,3,0.09020395995374507,1.2223241251103445,0.5187304061318725
2,1,0.01,0.3,0.03,0.1,0.03,4.556648250307903e-07,98,0.4981321219803695,17.602015611399363,3.369608652663354
2,4,0.1,0.1,0.1,0.3,0.3,0.00028908241342225083,14,0.6833167250775298,14.980012131855098,3.905738133681973
2,2,0.03,0.3,0.03,0.03,0.03,0.0,100,1,18.868144129801355,3.469317662144852
2,4,0.3,0.3,0.01,0.3,0.1,0.00020255837342980518,64,0.8934477899207972,12.644248187676414,3.0920353630306807
2,4,0.01,0.1,0.3,0.01,0.03,3.8483569787521508,3,0.13846361216595277,3.0400609104548106,1.3483541084587305
2,1,0.01,0.03,0.1,0.3,0.3,1.164325185882935,3,0.10629692324418266,3.361397294045587,1.425095859767946
2,2,0.1,0.3,0.03,0.03,0.01,0.0,100,1,18.943134468620883,3.466663279401419
2,3,0.01,0.03,0.03,0.01,0.3,0.0,100,1,15.777495132669829,3.1762200939365433
2,0,0.01,0.1,0.03,0.03,0.1,0.0,100,1,18.39625782205822,3.5194042034517707
2,0,0.03,0.01,0.3,0.01,0.01,15.39400803364877,2,4.804263302371492e-05,0.5686174714398724,0.2843087357199362
2,1,0.01,0.01,0.1,0.3,0.3,3.027791679091833,2,0.03381504689505388,1.788856593132955,0.8944282965664776
2,1,0.1,0.03,0.1,0.1,0.3,0.030030525406204052,3,0.12256830549892078,0.8907686657044745,0.3652047829905931
2,3,0.3,0.03,0.01,0.3,0.1,0.00584723141245034,7,0.38730405435362386,0.8207431883100926,0.28508606247728396
2,4,0.3,0.3,0.3,0.01,0.01,3.4003240246737454e-05,88,0.10800306628459683,17.792144245410185,3.3486847998231433
2,1,0.1,0.3,0.3,0.03,0.03,0.00018480362909171122,54,0.6206960201914788,15.765787309798426,3.505696949305034
2,1,0.03,0.1,0.03,0.03,0.03,1.180901463658821e-08,99,0.0,15.612278165228236,3.05154562202332
2,3,0.3,0.01,0.1,0.3,0.01,2.0135086554632613,3,0.0008383698924156816,0.2423937861416962,0.10610861425599993
2,2,0.3,0.01,0.01,0.3,0.01,0.3374669140466672,5,0.0379334739852637,0.23757540372552277,0.08441910315794907
2,2,0.01,0.3,0.03,0.1,0.03,3.1120194636450305e-07,97,0.4890963589285293,12.837579536330685,2.989701132191261
2,1,0.1,0.1,0.03,0.01,0.03,0.0,100,1,13.711957747504218,2.921938925305854
2,3,0.03,0.3,0.03,0.03,0.03,0.0,100,1,16.062237338925947,3.3869466643963846
2,2,0.03,0.03,0.03,0.01,0.1,6.402346811956959e-07,91,0.0,15.190408684439753,3.0887553346356222
2,2,0.03,0.01,0.01,0.3,0.3,0.003918778719285248,7,0.5776776269110743,3.5737223642058202,1.3069564573134715
2,1,0.03,0.3,0.3,0.01,0.03,7.070929073176714e-06,97,0.0,17.285177289108944,3.48178004994823
2,3,0.3,0.03,0.1,0.3,0.01,1.2889462467095296,3,0.010335803648377662,0.15368516517422182,0.06278215669526702
2,3,0.1,0.3,0.03,0.03,0.01,5.362950227594112e-08,99,0.0,15.249340965993545,3.038617481199685
2,2,0.01,0.3,0.3,0.1,0.01,0.0013065973423625817,14,0.7166942127353214,12.343295548367395,3.1170381359284605
2,3,0.3,0.1,0.1,0.3,0.01,0.007118963910569664,5,0.42014350574295084,1.952759111439222,0.7482099406766395
2,2,0.03,0.03,0.1,0.3,0.1,1.104086814194471,3,0.09254008831954454,1.406444206549248,0.6114242373077541
2,2,0.03,0.1,0.3,0.01,0.03,2.372912265346822,3,0.13451437388311416,2.068856537674141,0.8615419642698645
2,1,0.01,0.1,0.03,0.03,0.1,0.0,100,1,15.696898144404017,3.121459657454507
2,4,0.01,0.03,0.03,0.01,0.3,0.0,100,1,16.65288516115698,3.1148711820608885
2,4,0.1,0.01,0.01,0.1,0.1,0.03080103916729417,5,0.2026450087276753,0.9430134161240191,0.3478722708188284
2,0,0.1,0.1,0.3,0.01,0.01,0.8925759199345984,3,0.10172716298455935,0.7820233533218989,0.34733740380189587
2,4,0.01,0.01,0.01,0.3,0.1,0.006794741866001529,8,0.5172110723508853,8.844689970071393,2.583444766066625
2,1,0.3,0.1,0.01,0.3,0.1,8.256575246087275e-05,53,0.9088664706131903,11.60122557128735,2.6375972043653615
2,0,0.3,0.3,0.3,0.01,0.03,0.0,100,1,13.792461324724856,2.9115102727929836
2,2,0.03,0.1,0.03,0.03,0.03,1.2529810553640636e-08,99,0.0,15.294179707658227,3.0285582303153222
2,0,0.3,0.3,0.01,0.3,0.3,0.0002829766429447716,63,0.9155691264051442,15.186326913758709,3.086968798498492
2,0,0.1,0.03,0.01,0.3,0.1,1.9024065080180763e-05,48,0.8602408396387959,11.280969301475798,2.476241855401767
2,2,0.1,0.3,0.3,0.03,0.03,0.00012819151937934419,58,0.7346321609313009,14.407118577121874,3.242732682653112
2,2,0.01,0.03,0.1,0.3,0.3,1.130424495359417,3,0.11225386725621554,2.996624369922511,1.261786372607765
2,3,0.01,0.3,0.03,0.1,0.03,1.502404573635946e-06,96,0.7426167209787565,15.745505667411397,3.1023116710248675
2,3,0.1,0.01,0.1,0.1,0.3,0.19490498879700668,5,0.03686965132734991,0.8214763938674123,0.30660700469976276
2,0,0.01,0.1,0.3,0.01,0.1,3.186112512953407,3,0.13707065108682384,3.4489810588334904,1.4955980906728197
2,4,0.03,0.3,0.03,0.03,0.03,0.0,100,1,16.36128600902198,3.1556528319673722
2,1,0.03,0.01,0.3,0.01,0.01,16.18307087314293,2,0.0002472776099513574,0.8858031127362702,0.4429015563681351
2,4,0.1,0.3,0.03,0.03,0.01,1.816465641095217e-08,99,0.0,16.128447333102656,3.2704145352577676
2,4,0.3,0.03,0.01,0.3,0.1,0.005963015003013827,7,0.34823507700694856,0.5894583826842925,0.19900498426536872
2,2,0.01,0.01,0.1,0.3,0.3,3.8625109853465034,3,0.026019112600705094,2.8868290204170077,1.234708448613795
2,2,0.1,0.1,0.03,0.01,0.03,0.0,100,1,12.889885375391367,2.903779157154007
2,3,0.03,0.03,0.03,0.01,0.1,0.0,100,1,16.087335196969732,2.99597734877628
2,2,0.03,0.3,0.3,0.01,0.03,0.0,100,1,17.414192528776983,3.296722508103239
2,4,0.3,0.01,0.1,0.3,0.01,2.0142986889527728,3,0.0007861637994714052,0.11649008715008684,0.048539479974536386
2,3,0.3,0.01,0.01,0.3,0.01,0.33613718025395123,6,0.041046599900136656,0.24825060120921452,0.09519857437980976
2,2,0.01,0.1,0.03,0.03,0.1,0.0,100,1,20.689126337476985,3.6430860743372997
2,2,0.1,0.03,0.1,0.1,0.3,0.024517019596559723,4,0.12805133058327905,1.2130162082252682,0.4500468635751236
