run,c,h,a,theta_h,theta_a,average edge weight,number of communites,modularity,range of avg comm. states,std. of avg comm.states
1,0.03,0.1,0.01,0.01,0.01,0.0,100,1,17.008563174998706,3.206845850553809
4,0.01,0.03,0.01,0.01,0.03,0.0,100,1,17.677459125028,3.465541992877106
1,0.03,0.1,0.1,0.01,0.01,8.934446379849585e-06,89,0.4805115847736299,17.427707315973333,3.4510552586742462
1,0.03,0.03,0.01,0.01,0.01,0.0,100,1,17.467153035638216,3.1071147536434647
1,0.01,0.01,0.01,0.01,0.03,0.0011030589254084069,15,0.7656513058547767,8.387963313838616,2.189169493286977
1,0.01,0.01,0.1,0.01,0.03,5.485473234574283,3,0.018754567326146495,2.5881766822200523,1.0731959805984448
1,0.1,0.03,0.01,0.01,0.01,0.0,100,1,12.475510806918528,2.641362898361198
0,0.01,0.1,0.1,0.01,0.1,0.0,100,1,16.01848815066998,3.1457819959441156
2,0.01,0.3,0.1,0.01,0.1,0.0,100,1,14.722172960637796,3.3881016446959933
1,0.03,0.01,0.01,0.01,0.03,0.0029350359240024556,9,0.5505029656868413,4.275645401717908,1.2734435509170854
2,0.03,0.3,0.01,0.01,0.01,0.0,100,1,17.167182236974014,3.4548255517591393
1,0.03,0.01,0.1,0.01,0.03,4.258486294689221,3,0.010735891300673386,1.5169324094028012,0.6381695003308266
1,0.01,0.1,0.01,0.01,0.1,0.0,100,1,17.395138931225613,3.344204441269116
2,0.03,0.3,0.1,0.01,0.01,0.0,100,1,17.250124802988296,3.461222914279447
2,0.01,0.3,0.01,0.01,0.1,0.0,100,1,16.255294190823726,3.046386285462682
1,0.1,0.01,0.1,0.01,0.01,2.733303555375972,2,0.0028032444897735376,0.04247270693118475,0.021236353465592377
2,0.03,0.1,0.01,0.01,0.01,0.0,100,1,15.02188883790333,3.2621652812285022
1,0.1,0.01,0.01,0.01,0.01,0.026509644351813366,5,0.2267004184044868,1.0566568171021546,0.3871795941684173
1,0.03,0.03,0.1,0.01,0.01,1.267100241811622,3,0.1105230401325038,1.9161814198716214,0.8211551646631539
0,0.01,0.03,0.01,0.01,0.1,0.0,100,1,18.485614746598493,3.4120973215068098
1,0.1,0.03,0.1,0.01,0.01,0.6280376551905721,3,0.06822624958834786,0.4326719164715981,0.1876189685634822
2,0.03,0.1,0.1,0.01,0.01,1.7073522813137262e-05,81,0.4169605595562528,18.308093683475875,3.6434082557196112
2,0.01,0.03,0.1,0.01,0.03,1.7367191951637135,3,0.1470947121433691,3.685944986756884,1.586960808103044
2,0.03,0.03,0.01,0.01,0.01,0.0,100,1,16.781483549633045,3.095374010044861
3,0.01,0.3,0.1,0.01,0.1,0.0,100,1,15.092333188916342,3.039439855151014
2,0.1,0.03,0.01,0.01,0.01,0.0,100,1,12.930324068079255,2.686040470457647
1,0.01,0.1,0.1,0.01,0.1,0.0,100,1,17.285747023511988,3.3743137893968855
3,0.03,0.3,0.01,0.01,0.01,0.0,100,1,15.558944984396266,3.1499818193981506
3,0.03,0.3,0.1,0.01,0.01,0.0,100,1,16.592416263168907,3.4442427028000657
2,0.01,0.1,0.01,0.01,0.1,0.0,100,1,17.157301365145297,3.2749162916183714
3,0.01,0.3,0.01,0.01,0.1,0.0,100,1,17.711177603427316,3.4362067021676914
2,0.01,0.01,0.01,0.01,0.03,0.0009757027036597347,11,0.73855512193466,6.225883148199218,2.010404972717075
2,0.01,0.01,0.1,0.01,0.03,5.435385822827439,3,0.026500035280111342,3.066092326185388,1.3470771886802289
3,0.03,0.1,0.01,0.01,0.01,0.0,100,1,15.551030005461698,3.209867918957791
1,0.01,0.03,0.01,0.01,0.1,7.066103513747733e-10,99,0.0,15.14284753518562,3.2152024862236566
3,0.03,0.1,0.1,0.01,0.01,6.48549648054435e-06,95,0.44113455813981656,15.728547648085621,3.271616730556876
4,0.01,0.3,0.1,0.01,0.1,0.0,100,1,13.998242049916113,2.9024782613839744
2,0.1,0.01,0.1,0.01,0.01,2.6320041170006783,3,0.002750166441257973,0.5497027796350591,0.24018847181857725
2,0.03,0.01,0.01,0.01,0.03,0.003657612141076525,9,0.6043606010383422,4.562900703925575,1.3630830409087058
2,0.03,0.01,0.1,0.01,0.03,3.9806489154089637,2,0.018450762986128577,0.8014624026527737,0.40073120132638684
2,0.1,0.01,0.01,0.01,0.01,0.030075886130786465,6,0.1830570987100794,0.9185362626631182,0.2881962918554324
3,0.03,0.03,0.01,0.01,0.01,0.0,100,1,13.743381382959907,2.8959391522937783
2,0.01,0.1,0.1,0.01,0.1,0.0,100,1,16.637946532971057,3.2330760376295267
4,0.03,0.3,0.01,0.01,0.01,0.0,100,1,14.603931571166596,3.11369141540424
2,0.03,0.03,0.1,0.01,0.01,1.221952132554195,3,0.1010849605500652,1.4211809245861358,0.6367166366359964
4,0.03,0.3,0.1,0.01,0.01,0.0,100,1,16.029858107260512,3.2442929422956457
2,0.1,0.03,0.1,0.01,0.01,0.5599335562287768,4,0.0677759057999676,0.5853816688349409,0.24255854172315486
3,0.1,0.03,0.01,0.01,0.01,0.0,100,1,12.718341597511312,2.5283919539170068
4,0.01,0.3,0.01,0.01,0.1,0.0,100,1,15.07991970042525,3.088804400551656
3,0.01,0.1,0.01,0.01,0.1,0.0,100,1,17.705691830824925,3.134315418497126
3,0.01,0.03,0.1,0.01,0.03,2.2065249676542353,3,0.09313530234694371,3.507646223691741,1.475795106090351
4,0.03,0.1,0.01,0.01,0.01,0.0,100,1,16.339780468640527,3.3038087661794284
0,0.01,0.3,0.1,0.01,0.3,0.0,100,1,15.360007109160936,3.154069117337475
4,0.03,0.1,0.1,0.01,0.01,2.9197064973016716e-06,94,0.4100445519726346,17.551702475878464,3.349576687784179
2,0.01,0.03,0.01,0.01,0.1,0.0,100,1,17.68978423154487,3.351709783041132
0,0.03,0.3,0.01,0.01,0.03,1.6062562848923959e-09,99,0.0,14.935829064369468,3.222068202473828
0,0.03,0.3,0.1,0.01,0.03,0.0,100,1,17.353877622362518,3.589495759861018
3,0.01,0.1,0.1,0.01,0.1,0.0,100,1,18.533658029567764,3.3629371068132734
3,0.01,0.01,0.01,0.01,0.03,0.0009959289487211068,13,0.7040220853753717,9.034497325891198,2.6758544702862297
3,0.01,0.01,0.1,0.01,0.03,5.608056344283881,3,0.0208821767476949,3.016902952307586,1.3040107064216384
4,0.03,0.03,0.01,0.01,0.01,0.0,100,1,16.95118020467625,3.039109530146206
0,0.01,0.3,0.01,0.01,0.3,0.0,100,1,19.48307475472021,3.3653011227324163
4,0.01,0.1,0.01,0.01,0.1,0.0,100,1,16.54439725906375,3.4923592589334618
3,0.1,0.01,0.1,0.01,0.01,2.575896551234291,3,0.003316176947679189,0.5902160780542947,0.2583981821018497
4,0.1,0.03,0.01,0.01,0.01,0.0,100,1,14.426751106068323,2.848116275217601
3,0.1,0.01,0.01,0.01,0.01,0.030147007327190545,5,0.19707770845016334,0.7818397567491824,0.3082007877618244
0,0.03,0.1,0.01,0.01,0.03,0.0,100,1,16.330349054004525,3.3337466066309536
1,0.01,0.3,0.1,0.01,0.3,1.192647941028306e-08,99,1.1102230246251565e-16,16.87281371908469,3.249310642696845
3,0.03,0.03,0.1,0.01,0.01,1.2114702465464966,2,0.08616827202799474,0.9731389833262115,0.4865694916631058
3,0.03,0.01,0.01,0.01,0.03,0.004584865624897072,8,0.5579861967475133,3.678242326926031,1.219113300200813
3,0.03,0.01,0.1,0.01,0.03,3.8184817714097625,3,0.013461537000017926,0.9850259007018591,0.4051107591108666
3,0.1,0.03,0.1,0.01,0.01,0.5727438745046095,4,0.06835591388004082,0.8123910128799852,0.2943864885082888
0,0.03,0.1,0.1,0.01,0.03,3.25636694666798e-06,93,1.1102230246251565e-16,16.605145526707226,3.3388289487695983
1,0.03,0.3,0.01,0.01,0.03,0.0,100,1,16.90292464400015,3.34521646977606
4,0.01,0.03,0.1,0.01,0.03,1.6914256716895666,3,0.12734129447475112,3.304754217298401,1.4246127191378881
1,0.03,0.3,0.1,0.01,0.03,0.0,100,1,15.886478125782155,3.3792750653441894
3,0.01,0.03,0.01,0.01,0.1,0.0,100,1,17.99666684956633,3.2282342536057653
4,0.01,0.1,0.1,0.01,0.1,7.90112668513366e-06,95,1.1102230246251565e-16,15.087549186403441,3.414680994271624
1,0.01,0.3,0.01,0.01,0.3,0.0,100,1,12.518561960416632,2.902008335378913
0,0.01,0.1,0.01,0.01,0.3,1.635121870859803e-09,99,0.0,17.974790991138644,3.5348502665961483
0,0.03,0.03,0.01,0.01,0.03,0.0,100,1,12.523936731299257,2.774552787184909
2,0.01,0.3,0.1,0.01,0.3,1.114617541348532e-08,99,0.0,18.74077084770618,3.4603792540193914
1,0.03,0.1,0.01,0.01,0.03,0.0,100,1,16.876519051706296,3.2200550616181856
0,0.1,0.03,0.01,0.01,0.03,0.0,100,1,13.682457192981811,2.531487834499071
4,0.01,0.01,0.01,0.01,0.03,0.0012652861552934457,14,0.7320663418915125,7.740379483378284,2.1427299941804785
4,0.01,0.01,0.1,0.01,0.03,5.9346011440292115,2,0.021098805106227053,2.0684430552902136,1.0342215276451068
2,0.03,0.3,0.01,0.01,0.03,0.0,100,1,14.623148425182023,3.2480375067908196
4,0.1,0.01,0.1,0.01,0.01,2.610617875674084,2,0.004953274432844851,0.1913270906184195,0.09566354530920973
2,0.03,0.3,0.1,0.01,0.03,0.0,100,1,14.58608484142125,3.1636248488893135
1,0.03,0.1,0.1,0.01,0.03,6.661838945151241e-06,90,0.49918535986864476,14.433404698993494,3.1400280146579886
4,0.1,0.01,0.01,0.01,0.01,0.03470347738205508,6,0.1889156262729134,0.9511407023709542,0.33854335883278175
0,0.01,0.1,0.1,0.01,0.3,0.0,100,1,16.26334794816274,3.262399759813321
2,0.01,0.3,0.01,0.01,0.3,0.0,100,1,14.88188478099979,3.1265000397975555
4,0.01,0.03,0.01,0.01,0.1,0.0,100,1,17.571911471789715,3.252910423991268
4,0.03,0.03,0.1,0.01,0.01,1.0452535099715263,3,0.10248148497200729,1.662807967263467,0.6964177233812094
4,0.1,0.03,0.1,0.01,0.01,0.557497679098138,4,0.06623931246400613,0.22181979659659273,0.08631920235541932
1,0.01,0.1,0.01,0.01,0.3,0.0,100,1,16.0705934941078,3.12679262285398
3,0.01,0.3,0.1,0.01,0.3,0.0,100,1,17.31379314744968,3.0941489931768507
4,0.03,0.01,0.01,0.01,0.03,0.0031943726567300644,12,0.6026925870586526,5.727893055996254,1.6200123011223289
4,0.03,0.01,0.1,0.01,0.03,4.372995374474482,3,0.013318623176608646,1.6305678549480735,0.6944801089134027
1,0.03,0.03,0.01,0.01,0.03,0.0,100,1,14.414595648023498,2.9432014317630864
0,0.01,0.03,0.1,0.01,0.1,1.3716050276545497,3,0.11448208876375326,2.9997487186328904,1.3205269462433635
2,0.03,0.1,0.01,0.01,0.03,0.0,100,1,18.62053797265931,3.3906413715592087
3,0.03,0.3,0.01,0.01,0.03,0.0,100,1,18.926306406237178,3.504752231474586
1,0.1,0.03,0.01,0.01,0.03,0.0,100,1,13.139389137338167,2.71645826112096
3,0.03,0.3,0.1,0.01,0.03,0.0,100,1,17.309608524897204,3.368650157623968
2,0.03,0.1,0.1,0.01,0.03,0.0,100,1,16.0854041279482,3.364920752760773
1,0.01,0.1,0.1,0.01,0.3,0.0,100,1,17.67832883740806,3.165073173837426
3,0.01,0.3,0.01,0.01,0.3,0.0,100,1,17.81521972714667,3.1212696451536637
0,0.01,0.03,0.01,0.01,0.3,0.0,100,1,16.474881132705775,3.495826647865228
4,0.01,0.3,0.1,0.01,0.3,3.0177045415204924e-09,99,1.1102230246251565e-16,16.997624991382608,3.2640841983536246
2,0.01,0.1,0.01,0.01,0.3,0.0,100,1,16.206413294460628,3.371583570210169
0,0.01,0.01,0.01,0.01,0.1,0.0003776519119285999,21,0.7637168562892703,11.264448047125688,3.0980843978151733
0,0.1,0.01,0.1,0.01,0.03,2.4448161031586735,3,0.0024266979936396205,0.40322531889057966,0.169917664403497
0,0.01,0.01,0.1,0.01,0.1,5.520561025350647,3,0.021944899417077078,2.8288431978678226,1.1953637381618984
0,0.1,0.01,0.01,0.01,0.03,0.023710207273432257,6,0.23420059619031577,0.5055385484769269,0.18355010657420529
2,0.03,0.03,0.01,0.01,0.03,0.0,100,1,16.275159926605895,3.3967699846852977
3,0.03,0.1,0.01,0.01,0.03,0.0,100,1,15.448603885144355,3.299455148345013
4,0.03,0.3,0.01,0.01,0.03,0.0,100,1,16.574986439440032,3.17315392326429
4,0.03,0.3,0.1,0.01,0.03,0.0,100,1,16.453331391258743,3.3982994824690365
0,0.03,0.03,0.1,0.01,0.03,1.0810984982902077,3,0.10177220974204737,2.167579587182641,0.9182347815472321
0,0.1,0.03,0.1,0.01,0.03,0.4735176367081712,4,0.06953557509854744,0.6644758944250939,0.2510053112191116
2,0.1,0.03,0.01,0.01,0.03,0.0,100,1,13.65582401675251,2.706018932547786
3,0.03,0.1,0.1,0.01,0.03,0.0,100,1,15.412236108589834,3.1723789524567025
2,0.01,0.1,0.1,0.01,0.3,0.0,100,1,17.63327132557105,3.209174877031118
4,0.01,0.3,0.01,0.01,0.3,0.0,100,1,15.323578967739397,3.0883924197537933
0,0.03,0.01,0.1,0.01,0.1,3.3031605052639534,3,0.016040155253797442,1.3985982245110602,0.6137996867265797
1,0.01,0.03,0.1,0.01,0.1,1.854123787985777,3,0.09400964961307354,3.662002102102277,1.513753433800763
0,0.03,0.01,0.01,0.01,0.1,0.0012434518606127623,13,0.7138049649104539,7.069525444530595,1.9162529402822934
0,0.01,0.3,0.1,0.03,0.01,0.0,100,1,14.364226033087366,3.0801134803100823
3,0.01,0.1,0.01,0.01,0.3,0.0,100,1,16.530086688890712,3.2408452043888856
1,0.01,0.03,0.01,0.01,0.3,0.0,100,1,16.258013260287996,3.1276898747534747
0,0.1,0.3,0.1,0.01,0.01,0.0,100,1,15.51748914446321,2.9861558107257182
0,0.1,0.3,0.01,0.01,0.01,0.0,100,1,14.55646905955419,3.212084736521722
0,0.03,0.3,0.01,0.01,0.1,0.0,100,1,16.639602602437755,3.563767140400978
0,0.1,0.1,0.01,0.01,0.01,0.0,100,1,16.218200710116637,3.2575907640586936
0,0.03,0.3,0.1,0.01,0.1,0.0,100,1,17.108515210625775,3.4565768758162214
4,0.03,0.1,0.01,0.01,0.03,0.0,100,1,14.384336062627055,3.1769350380726955
3,0.03,0.03,0.01,0.01,0.03,0.0,100,1,13.405047264426793,2.695357807267282
0,0.1,0.1,0.1,0.01,0.01,7.028899873644424e-05,59,0.4130914501574572,15.68472837954998,3.60674761697958
0,0.3,0.1,0.01,0.01,0.01,0.0,100,1,13.649978224720563,2.6682014778862393
1,0.1,0.01,0.1,0.01,0.03,2.510187205497041,3,0.003912497350119712,0.4059332112281704,0.16738170742084177
0,0.3,0.1,0.1,0.01,0.01,1.960179628567789e-05,80,0.3649916031820721,13.462848349296436,2.799197417030636
0,0.3,0.03,0.01,0.01,0.01,0.0,100,1,10.630375019585223,2.051449607059638
0,0.01,0.3,0.01,0.03,0.01,0.0,100,1,20.369793186619447,3.5694776851425045
1,0.01,0.01,0.01,0.01,0.1,0.0006837654839992975,10,0.7893480653920801,11.016471399677897,2.9115423746324756
3,0.01,0.1,0.1,0.01,0.3,0.0,100,1,18.60816128195261,3.248588682869166
4,0.03,0.1,0.1,0.01,0.03,1.0124245490871932e-05,89,-4.440892098500626e-16,15.52283038331511,3.521065512152642
0,0.3,0.01,0.1,0.01,0.01,1.7376739690095844,3,0.0029453273276462827,0.12812282184761964,0.05626668141387553
0,0.3,0.01,0.01,0.01,0.01,0.14580534110103052,6,0.06138359016561684,0.3588672077526843,0.11312588658209363
1,0.01,0.3,0.1,0.03,0.01,0.0,100,1,13.934933116309358,3.2496541588824233
1,0.1,0.01,0.01,0.01,0.03,0.026987544626439177,6,0.2005242921219752,1.0944178697486484,0.38394984394914433
1,0.01,0.01,0.1,0.01,0.1,4.5980248681725415,3,0.026527836323993845,2.9647534900005166,1.2471608034174952
0,0.3,0.03,0.1,0.01,0.01,0.43949309769963285,5,0.03814333510155801,0.2797127861280622,0.10070611727058988
3,0.1,0.03,0.01,0.01,0.03,0.0,100,1,12.130235493007756,2.685320448890273
1,0.03,0.03,0.1,0.01,0.03,1.1398823673785554,3,0.10475119429066594,1.6866826905553025,0.7277077105727523
4,0.01,0.1,0.01,0.01,0.3,0.0,100,1,15.554327316230776,3.3271167334231393
1,0.1,0.3,0.01,0.01,0.01,0.0,100,1,16.893329310853346,3.333564061839253
2,0.01,0.03,0.01,0.01,0.3,0.0,100,1,13.731948881731213,3.076119537581844
1,0.1,0.03,0.1,0.01,0.03,0.45954175826322463,3,0.07378838892008574,0.42483007457899563,0.1881059947872229
1,0.03,0.3,0.01,0.01,0.1,5.660246549000978e-09,99,0.0,16.410642808754957,3.2825638717258854
1,0.1,0.3,0.1,0.01,0.01,0.0,100,1,17.759568896915013,3.215559304427424
1,0.03,0.3,0.1,0.01,0.1,0.0,100,1,15.251926121771287,2.9969947877176657
1,0.1,0.1,0.01,0.01,0.01,0.0,100,1,14.865060551565522,3.0708198528470136
2,0.01,0.03,0.1,0.01,0.1,1.3501845153946967,3,0.10128567113359255,3.304410395389413,1.3776904788692246
0,0.03,0.1,0.01,0.01,0.1,0.0,100,1,16.021051651169223,3.254746341039203
