run,c,h,a,theta_h,theta_a,avg_edw,num_com,mod,avg_com,sd_com
0,0.3,0.1,0.01,0.01,0.03,1.8556953976007823e-06,46,0.9268540052462799,12.24357316254612,62.32849947525053
4,0.03,0.03,0.1,0.01,0.01,6.352898613895434,2,0.029861674704229485,1.1612236064634867,0.4767456274232518
0,0.1,0.3,0.1,0.01,0.03,1.0929087057947538e-05,46,0.891319688480567,20.202468823020812,117.5214604188455
0,0.01,0.1,0.01,0.01,0.03,9.661004601328452e-07,59,0.8815422173019312,16.465571701694216,120.69208359305183
4,0.3,0.1,0.1,0.01,0.01,0.054576079118449555,4,0.18858742442947124,0.9966780108172117,0.29332614965807796
4,0.01,0.01,0.1,0.01,0.01,12.242415560918356,2,0.008561270486640682,2.4994847432043703,2.208797931137091
4,0.01,0.01,0.01,0.01,0.01,0.2762324985032161,2,0.1922169910943723,4.384772002665974,6.797497219267632
0,0.03,0.1,0.01,0.01,0.03,2.069317050686631e-06,50,0.8801963987128961,14.341908682250729,74.8908403327546
4,0.03,0.01,0.1,0.01,0.01,9.072370935630401,2,0.005656869898939876,1.653172461664874,0.966254058340762
0,0.3,0.3,0.1,0.01,0.03,1.5398549499280754e-05,40,0.919569805884626,13.940770885647064,79.09463044549824
4,0.1,0.01,0.1,0.01,0.01,5.294953403908816,2,6.96991429441074e-05,0.4451994754232214,0.07007519167915535
1,0.1,0.3,0.01,0.01,0.03,4.467659538813992e-06,56,0.8744998679197552,17.39912652814627,105.90016956125748
0,0.3,0.01,0.1,0.01,0.03,3.3186688006775418,1,1.7763568394002505e-15,0.0,0.0
1,0.01,0.3,0.01,0.01,0.03,3.1381578466380645e-06,56,0.9332618913030197,13.835326949921003,83.51166223263434
0,0.01,0.1,0.1,0.01,0.03,0.3171599339704601,2,0.22138297807000284,4.968554426019377,8.728007473953213
0,0.03,0.01,0.01,0.01,0.03,0.2751286000553072,3,0.1590361633747918,2.3264223139763938,2.015421408400929
0,0.3,0.03,0.1,0.01,0.03,2.408816266028877,3,0.0037623361617828838,0.11134359911568249,0.0036096362542694027
4,0.1,0.01,0.01,0.01,0.01,0.3089411943833775,3,0.06386881783398168,0.2621132052633757,0.02583552223763692
0,0.3,0.01,0.01,0.01,0.03,0.39866716122547874,5,0.029120768133065987,0.16428635500636915,0.007999058516362352
0,0.01,0.03,0.01,0.01,0.03,1.8393239763473238e-06,38,0.9215676538964309,16.74724932856409,101.1325709697201
1,0.03,0.3,0.01,0.01,0.03,3.7850189667256224e-06,59,0.9213266703566948,15.83787198609891,101.0099420296891
0,0.1,0.03,0.1,0.01,0.03,3.7361566556251233,2,0.013555010427847153,0.4834648474137686,0.08263895386938531
0,0.03,0.1,0.1,0.01,0.03,0.2847900527019034,3,0.2063996092598458,3.8988358675935277,4.417108669965427
0,0.03,0.3,0.1,0.01,0.03,1.5217123421850197e-05,51,0.8845297170992756,16.591549895799297,148.86421444465637
0,0.1,0.1,0.1,0.01,0.03,0.22739806091089743,3,0.1987809986504558,2.4677791453329387,1.764646564719898
1,0.3,0.3,0.01,0.01,0.03,4.286968928166853e-06,58,0.8525855844056343,13.955433667368212,73.03127546865275
1,0.1,0.1,0.01,0.01,0.03,1.736987264707739e-06,52,0.9279543555360161,13.748113517315602,88.5306237278372
1,0.01,0.3,0.1,0.01,0.03,1.6991913436592072e-05,40,0.8212171549811323,17.21297014176283,105.36615323809224
0,0.3,0.03,0.01,0.01,0.03,0.007325675328871996,7,0.35328966270679607,0.6374613851617549,0.10406551631619541
0,0.01,0.03,0.1,0.01,0.03,9.355230557439349,3,0.037553165400745714,3.5016589299596497,3.555958572084362
0,0.03,0.03,0.01,0.01,0.03,2.0467115619070882e-05,37,0.2779522036290541,17.724190789447448,132.30044129279636
1,0.3,0.1,0.01,0.01,0.03,1.5643709138877766e-06,53,0.9021601742907817,13.841855848634452,95.06733076913847
0,0.1,0.03,0.01,0.01,0.03,6.620765403889292e-05,18,0.7767167874106431,10.815559566569924,38.535851214580624
1,0.1,0.3,0.1,0.01,0.03,1.5114336114426303e-05,44,0.8775284923141268,13.797369570595016,88.58551620107636
1,0.01,0.1,0.01,0.01,0.03,1.9427797919150013e-06,53,0.8530643725180008,19.738603521835053,118.05705432387849
0,0.03,0.03,0.1,0.01,0.03,6.0479461354183774,3,0.025827690018722364,1.5082554668021955,0.8155391389001456
1,0.03,0.1,0.01,0.01,0.03,1.0335303095477183e-06,61,0.9216654119604265,16.43353477035926,124.46041433442741
0,0.3,0.1,0.1,0.01,0.03,0.10775806521860289,4,0.1714717749768133,0.7615879836093243,0.1594051289891211
0,0.01,0.01,0.1,0.01,0.03,13.72549065126851,2,0.010438477939939517,2.623227590754624,2.4329150759059437
1,0.3,0.3,0.1,0.01,0.03,1.814377374081827e-05,34,0.8992207574430127,11.002718992721999,55.48001179773006
0,0.01,0.01,0.01,0.01,0.03,0.27149525852936646,2,0.1923234095136138,3.5129898349487245,4.363236893211629
0,0.03,0.01,0.1,0.01,0.03,8.781406781420293,2,0.0047308388237543575,1.0308691881275607,0.3757181062694471
0,0.1,0.01,0.1,0.01,0.03,5.2981336762490825,1,1.3322676295501878e-15,0.0,0.0
2,0.1,0.3,0.01,0.01,0.03,3.313498998181795e-06,58,0.8974045243608146,18.42012724521778,118.99214836840396
1,0.3,0.01,0.1,0.01,0.03,3.3433201483014434,1,4.440892098500626e-16,0.0,0.0
2,0.01,0.3,0.01,0.01,0.03,2.330142831143905e-06,66,0.9199581220626498,14.293634558921445,88.26302980764945
1,0.01,0.1,0.1,0.01,0.03,0.33155305850348105,2,0.19027637625091648,4.592994915245551,7.45842171675698
1,0.3,0.03,0.1,0.01,0.03,2.366802786412218,2,0.003874792862521098,0.05055787397689565,0.0009037173341678495
1,0.03,0.01,0.01,0.01,0.03,0.2838383671493512,2,0.1655348196408023,1.1060267636620076,0.4325001663411876
2,0.03,0.3,0.01,0.01,0.03,4.48778088622045e-06,56,0.8903753885360576,15.851002419328587,100.34829908824375
1,0.3,0.01,0.01,0.01,0.03,0.39222127991899836,5,0.03250257894753855,0.14129896739080994,0.0059374346217936115
1,0.1,0.03,0.1,0.01,0.03,3.9358830693426885,2,0.01522898090875402,0.010556438285235004,3.939942036865288e-05
1,0.01,0.03,0.01,0.01,0.03,1.2050414476725658e-06,53,0.8391907233802767,16.740413145998488,127.12722664011392
2,0.3,0.3,0.01,0.01,0.03,3.1432486948352597e-06,58,0.8971538674767419,16.55385973194802,105.61960038395712
1,0.03,0.1,0.1,0.01,0.03,0.2928274289989399,3,0.21464462867312414,3.887912788123524,4.3677144128695895
1,0.1,0.1,0.1,0.01,0.03,0.2188315772261184,3,0.2512213972753745,2.565875089346096,2.076696198858443
0,0.1,0.01,0.01,0.01,0.03,0.3148847316554168,3,0.06608716801136978,0.16081289257423784,0.007611116427693662
2,0.1,0.1,0.01,0.01,0.03,1.3291402055479284e-06,49,0.9243646663101182,15.772413572529295,79.44142076333688
2,0.01,0.3,0.1,0.01,0.03,1.7831136931124052e-05,49,0.7937681546416384,18.24634017401448,124.00891179751173
1,0.03,0.3,0.1,0.01,0.03,1.4630584583822134e-05,47,0.8786946086250362,16.984796322049505,129.11721607783383
2,0.3,0.1,0.01,0.01,0.03,1.460184284331039e-06,52,0.9028691743145006,13.34896403329897,66.708206032887
1,0.3,0.03,0.01,0.01,0.03,0.006393259112732095,6,0.39578871424679746,0.6128124340144325,0.11721094848930398
1,0.01,0.03,0.1,0.01,0.03,9.377223001100328,2,0.0375011602226589,2.962088628051256,3.1020665032046413
1,0.03,0.03,0.01,0.01,0.03,2.7782351360324915e-05,34,0.36778324456668604,12.796873159593995,79.36945549596858
2,0.01,0.1,0.01,0.01,0.03,1.3299788338819082e-06,53,0.9253638104396988,15.27004882582882,106.82415455077212
2,0.1,0.3,0.1,0.01,0.03,1.2699276232954538e-05,46,0.9053332597364743,17.628191825244876,130.19618231556115
1,0.1,0.03,0.01,0.01,0.03,6.351204143843864e-05,16,0.8273937674549181,10.281900221394265,33.87835325494587
2,0.03,0.1,0.01,0.01,0.03,1.4270894026606137e-06,57,0.8677873187567103,21.167469670894064,156.37108281614917
1,0.03,0.03,0.1,0.01,0.03,6.096291568791555,2,0.03141473718197882,1.2746747691274989,0.5744520524622122
2,0.3,0.3,0.1,0.01,0.03,1.3689906648751876e-05,42,0.892100397848462,12.072979839790932,77.27827028635409
1,0.3,0.1,0.1,0.01,0.03,0.0909931725458731,3,0.1709155428098617,1.01972498110712,0.3045757039569251
3,0.1,0.3,0.01,0.01,0.03,3.894594052878174e-06,50,0.920487502104748,13.20141848483305,79.27375560641268
